"batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"BAW Mendis","CH Gayle",1,1,1,0
"BAW Mendis","SL Malinga",1,1,1,0
"BB McCullum","A Kumble",1,22,0.0454545454545455,0.954545454545455
"BB McCullum","A Nehra",1,30,0.0333333333333333,0.966666666666667
"BB McCullum","A Singh",1,2,0.5,0.5
"BB McCullum","AA Chavan",1,3,0.333333333333333,0.666666666666667
"BB McCullum","AC Thomas",1,1,1,0
"BB McCullum","AD Mascarenhas",1,8,0.125,0.875
"BB McCullum","AD Mathews",1,9,0.111111111111111,0.888888888888889
"BB McCullum","AD Russell",1,6,0.166666666666667,0.833333333333333
"BB McCullum","AM Nayar",1,2,0.5,0.5
"BB McCullum","Ankit Sharma",1,24,0.0416666666666667,0.958333333333333
"BB McCullum","AR Patel",2,39,0.0512820512820513,0.948717948717949
"BB McCullum","B Kumar",1,41,0.024390243902439,0.975609756097561
"BB McCullum","BE Hendricks",1,4,0.25,0.75
"BB McCullum","Bipul Sharma",3,16,0.1875,0.8125
"BB McCullum","CH Morris",2,13,0.153846153846154,0.846153846153846
"BB McCullum","CR Woakes",1,4,0.25,0.75
"BB McCullum","D Wiese",1,4,0.25,0.75
"BB McCullum","DL Vettori",2,27,0.0740740740740741,0.925925925925926
"BB McCullum","DW Steyn",2,16,0.125,0.875
"BB McCullum","GB Hogg",1,1,1,0
"BB McCullum","Harbhajan Singh",2,47,0.0425531914893617,0.957446808510638
"BB McCullum","I Sharma",1,15,0.0666666666666667,0.933333333333333
"BB McCullum","IK Pathan",1,48,0.0208333333333333,0.979166666666667
"BB McCullum","Iqbal Abdulla",1,11,0.0909090909090909,0.909090909090909
"BB McCullum","JD Unadkat",2,10,0.2,0.8
"BB McCullum","JDP Oram",1,10,0.1,0.9
"BB McCullum","JJ Bumrah",1,25,0.04,0.96
"BB McCullum","JP Faulkner",1,21,0.0476190476190476,0.952380952380952
"BB McCullum","K Rabada",1,1,1,0
"BB McCullum","Kamran Khan",1,4,0.25,0.75
"BB McCullum","KP Pietersen",1,1,1,0
"BB McCullum","Kuldeep Yadav",1,6,0.166666666666667,0.833333333333333
"BB McCullum","KV Sharma",1,24,0.0416666666666667,0.958333333333333
"BB McCullum","LR Shukla",1,8,0.125,0.875
"BB McCullum","M Morkel",1,38,0.0263157894736842,0.973684210526316
"BB McCullum","MC Henriques",1,8,0.125,0.875
"BB McCullum","MM Sharma",2,7,0.285714285714286,0.714285714285714
"BB McCullum","ND Doshi",1,1,1,0
"BB McCullum","NM Coulter-Nile",1,6,0.166666666666667,0.833333333333333
"BB McCullum","P Kumar",1,32,0.03125,0.96875
"BB McCullum","P Negi",1,26,0.0384615384615385,0.961538461538462
"BB McCullum","PJ Sangwan",1,10,0.1,0.9
"BB McCullum","PP Chawla",4,40,0.1,0.9
"BB McCullum","PP Ojha",1,6,0.166666666666667,0.833333333333333
"BB McCullum","PV Tambe",1,15,0.0666666666666667,0.933333333333333
"BB McCullum","R Ashwin",3,41,0.0731707317073171,0.926829268292683
"BB McCullum","R Bhatia",1,26,0.0384615384615385,0.961538461538462
"BB McCullum","R Vinay Kumar",1,43,0.0232558139534884,0.976744186046512
"BB McCullum","Rashid Khan",1,4,0.25,0.75
"BB McCullum","RD Chahar",1,1,1,0
"BB McCullum","RE van der Merwe",1,5,0.2,0.8
"BB McCullum","RJ Harris",1,16,0.0625,0.9375
"BB McCullum","RP Singh",3,23,0.130434782608696,0.869565217391304
"BB McCullum","S Badree",1,2,0.5,0.5
"BB McCullum","Sandeep Sharma",2,31,0.0645161290322581,0.935483870967742
"BB McCullum","SB Jakati",2,30,0.0666666666666667,0.933333333333333
"BB McCullum","Shakib Al Hasan",1,30,0.0333333333333333,0.966666666666667
"BB McCullum","SL Malinga",4,65,0.0615384615384615,0.938461538461538
"BB McCullum","SM Pollock",1,2,0.5,0.5
"BB McCullum","SN Thakur",1,13,0.0769230769230769,0.923076923076923
"BB McCullum","SP Narine",2,26,0.0769230769230769,0.923076923076923
"BB McCullum","T Shamsi",1,5,0.2,0.8
"BB McCullum","UT Yadav",1,34,0.0294117647058824,0.970588235294118
"BB McCullum","V Kohli",1,2,0.5,0.5
"BB McCullum","VR Aaron",1,16,0.0625,0.9375
"BB McCullum","VS Malik",1,7,0.142857142857143,0.857142857142857
"BB McCullum","WD Parnell",1,19,0.0526315789473684,0.947368421052632
"BB McCullum","YS Chahal",3,24,0.125,0.875
"BB McCullum","Z Khan",2,67,0.0298507462686567,0.970149253731343
"BB Samantray","Azhar Mahmood",1,4,0.25,0.75
"BB Samantray","JP Faulkner",1,12,0.0833333333333333,0.916666666666667
"BB Samantray","R Sharma",1,15,0.0666666666666667,0.933333333333333
"BB Samantray","Sandeep Sharma",1,1,1,0
"BCJ Cutting","JJ Bumrah",1,3,0.333333333333333,0.666666666666667
"BCJ Cutting","Kuldeep Yadav",1,1,1,0
"BCJ Cutting","S Kaushik",1,2,0.5,0.5
"BCJ Cutting","TA Boult",1,1,1,0
"BE Hendricks","JJ Bumrah",1,1,1,0
"Bipul Sharma","AA Chavan",1,3,0.333333333333333,0.666666666666667
"Bipul Sharma","CJ Jordan",1,3,0.333333333333333,0.666666666666667
"Bipul Sharma","JD Unadkat",1,8,0.125,0.875
"Bipul Sharma","SL Malinga",1,5,0.2,0.8
"Bipul Sharma","SP Narine",1,2,0.5,0.5
"BJ Haddin","J Syed Mohammad",1,4,0.25,0.75
"BJ Hodge","A Kumble",1,12,0.0833333333333333,0.916666666666667
"BJ Hodge","A Mishra",1,20,0.05,0.95
"BJ Hodge","A Nehra",2,12,0.166666666666667,0.833333333333333
"BJ Hodge","AM Nayar",1,12,0.0833333333333333,0.916666666666667
"BJ Hodge","AR Patel",1,4,0.25,0.75
"BJ Hodge","B Lee",1,16,0.0625,0.9375
"BJ Hodge","Bipul Sharma",1,10,0.1,0.9
"BJ Hodge","DW Steyn",1,24,0.0416666666666667,0.958333333333333
"BJ Hodge","HV Patel",1,5,0.2,0.8
"BJ Hodge","I Sharma",1,3,0.333333333333333,0.666666666666667
"BJ Hodge","IK Pathan",1,19,0.0526315789473684,0.947368421052632
"BJ Hodge","J Botha",1,6,0.166666666666667,0.833333333333333
"BJ Hodge","JA Morkel",1,7,0.142857142857143,0.857142857142857
"BJ Hodge","Jaskaran Singh",1,6,0.166666666666667,0.833333333333333
"BJ Hodge","JP Faulkner",1,2,0.5,0.5
"BJ Hodge","K Santokie",1,7,0.142857142857143,0.857142857142857
"BJ Hodge","M Morkel",2,12,0.166666666666667,0.833333333333333
"BJ Hodge","MM Patel",1,7,0.142857142857143,0.857142857142857
"BJ Hodge","P Negi",1,1,1,0
"BJ Hodge","PJ Sangwan",1,6,0.166666666666667,0.833333333333333
"BJ Hodge","PP Chawla",1,28,0.0357142857142857,0.964285714285714
"BJ Hodge","R Ashwin",1,13,0.0769230769230769,0.923076923076923
"BJ Hodge","R Sharma",1,12,0.0833333333333333,0.916666666666667
"BJ Hodge","R Vinay Kumar",2,7,0.285714285714286,0.714285714285714
"BJ Hodge","RE van der Merwe",1,21,0.0476190476190476,0.952380952380952
"BJ Hodge","RJ Harris",2,15,0.133333333333333,0.866666666666667
"BJ Hodge","S Aravind",1,2,0.5,0.5
"BJ Hodge","SB Styris",1,10,0.1,0.9
"BJ Hodge","SK Warne",1,19,0.0526315789473684,0.947368421052632
"BJ Hodge","SL Malinga",1,43,0.0232558139534884,0.976744186046512
"BJ Hodge","UT Yadav",1,18,0.0555555555555556,0.944444444444444
"BJ Hodge","WD Parnell",1,6,0.166666666666667,0.833333333333333
"BJ Hodge","YK Pathan",2,19,0.105263157894737,0.894736842105263
"BJ Hodge","Z Khan",2,27,0.0740740740740741,0.925925925925926
"BJ Rohrer","AB Dinda",1,3,0.333333333333333,0.666666666666667
"BJ Rohrer","AM Nayar",1,10,0.1,0.9
"BJ Rohrer","JA Morkel",1,4,0.25,0.75
"BJ Rohrer","JD Unadkat",1,4,0.25,0.75
"BJ Rohrer","PP Chawla",1,7,0.142857142857143,0.857142857142857
"BJ Rohrer","R Rampaul",1,6,0.166666666666667,0.833333333333333
"BJ Rohrer","R Vinay Kumar",1,4,0.25,0.75
"BMAJ Mendis","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"BMAJ Mendis","KA Pollard",1,1,1,0
"BR Dunk","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"BR Dunk","HV Patel",1,1,1,0
"BR Dunk","Sandeep Sharma",1,4,0.25,0.75
"C de Grandhomme","B Kumar",1,8,0.125,0.875
"C de Grandhomme","HH Pandya",1,4,0.25,0.75
"C de Grandhomme","JD Unadkat",1,2,0.5,0.5
"C de Grandhomme","KV Sharma",1,1,1,0
"C de Grandhomme","P Negi",1,8,0.125,0.875
"C de Grandhomme","S Kaul",1,3,0.333333333333333,0.666666666666667
"C de Grandhomme","YS Chahal",1,7,0.142857142857143,0.857142857142857
"C de Grandhomme","Z Khan",1,2,0.5,0.5
"C Madan","AB McDonald",1,1,1,0
"C Munro","DJ Hooda",1,5,0.2,0.8
"CA Ingram","R Ashwin",1,9,0.111111111111111,0.888888888888889
"CA Ingram","SL Malinga",1,1,1,0
"CA Lynn","AR Patel",1,15,0.0666666666666667,0.933333333333333
"CA Lynn","B Kumar",1,2,0.5,0.5
"CA Lynn","JJ Bumrah",2,15,0.133333333333333,0.866666666666667
"CA Lynn","P Negi",1,2,0.5,0.5
"CA Lynn","R Vinay Kumar",1,2,0.5,0.5
"CA Lynn","SK Trivedi",1,2,0.5,0.5
"CA Lynn","VR Aaron",1,7,0.142857142857143,0.857142857142857
"CA Lynn","YS Chahal",1,21,0.0476190476190476,0.952380952380952
"CA Pujara","A Symonds",1,6,0.166666666666667,0.833333333333333
"CA Pujara","AB Dinda",1,1,1,0
"CA Pujara","CJ Anderson",1,3,0.333333333333333,0.666666666666667
"CA Pujara","DE Bollinger",1,1,1,0
"CA Pujara","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"CA Pujara","DW Steyn",1,20,0.05,0.95
"CA Pujara","JH Kallis",1,9,0.111111111111111,0.888888888888889
"CA Pujara","M Morkel",1,16,0.0625,0.9375
"CA Pujara","MS Gony",1,12,0.0833333333333333,0.916666666666667
"CA Pujara","P Awana",1,13,0.0769230769230769,0.923076923076923
"CA Pujara","R Ashwin",1,5,0.2,0.8
"CA Pujara","RP Singh",1,7,0.142857142857143,0.857142857142857
"CA Pujara","S Kaul",1,4,0.25,0.75
"CA Pujara","S Randiv",1,2,0.5,0.5
"CA Pujara","SK Trivedi",1,12,0.0833333333333333,0.916666666666667
"CA Pujara","SMSM Senanayake",1,7,0.142857142857143,0.857142857142857
"CA Pujara","Y Nagar",1,2,0.5,0.5
"CH Gayle","A Nehra",1,28,0.0357142857142857,0.964285714285714
